,AreaCode,Asymp,HH,CC,MM
28,E08000005,0.3400040344541388,0.25797066249111894,0.28685561808712917,0.10769033962444587
29,E08000006,0.34666529457306294,0.2435885296067493,0.2795600438184353,0.09558212996604074
30,E08000007,0.32311576797344466,0.2822917438614957,0.30168837970586415,0.13704192653922953
31,E08000008,0.33204296484256257,0.26966867893120305,0.294760854663193,0.1157377093264504
32,E08000009,0.33206702489770973,0.26767461695941913,0.29295795138555025,0.12062493460333448
33,E08000010,0.32468169090289123,0.27918105382482544,0.301560533608214,0.12104301152792818
34,E07000117,0.3328454957227194,0.2692036379612832,0.2931232321765857,0.12002667163038869
35,E07000118,0.3203147850583503,0.2849286997949375,0.30513497700963216,0.1255106507566855
36,E07000119,0.2942873622667624,0.3256100227244262,0.32766244478593476,0.18527911460178514
37,E07000120,0.3336072086360529,0.2686963327731255,0.29315735262782117,0.1199643238374526
38,E07000121,0.32761186779648815,0.2737548449125545,0.2972874270260357,0.13265062764266083
39,E07000122,0.3334640098224042,0.2690906450557119,0.29302925681955627,0.12108882126185778
40,E07000123,0.34657784231135236,0.2460048057249841,0.2806018975216498,0.1008999992505432
41,E07000124,0.3053852905398291,0.3074816444330308,0.3176302813446652,0.1570598317610695
42,E07000125,0.3256501712762582,0.2770224608287453,0.29982625243265015,0.1173475640460193
43,E07000126,0.3175935573530241,0.29037952156564956,0.3073943756400019,0.13918714703518595
44,E07000127,0.31824110280788687,0.2903032577924938,0.3069321927423553,0.1460387120244526
45,E07000128,0.2974737739354637,0.3225733641525243,0.3253839365689877,0.185508266477901
46,E08000011,0.3332875514329748,0.26833324071152587,0.29332768162512635,0.11813684811665265
47,E08000012,0.3428630536679997,0.24776901173772728,0.283580100944329,0.10052928276703722
48,E08000014,0.3100671391424908,0.3024947131640096,0.3135146913503854,0.16255748162127143
49,E08000013,0.321257611193462,0.28583668033071624,0.3047619297985634,0.13472542241250487
50,E08000015,0.31764272518222864,0.2909521099661072,0.30673023497743235,0.14557055404796965
51,E06000011,0.3006411253583753,0.31787371013513177,0.32345376782492347,0.17006492126828965
52,E06000010,0.3439083107915126,0.24970226940500295,0.2833031349928041,0.10089965756626107
53,E06000012,0.32401028810101545,0.2819799118311568,0.3011998895601941,0.13749119113592406
54,E06000013,0.31831423172605267,0.28923718402352594,0.30653428545995426,0.13755919858755372
55,E06000014,0.33039786784964353,0.2650948729960796,0.2937228942756747,0.12443579761216178
56,E07000163,0.2953013249252951,0.32343836517607494,0.32632019027061515,0.17823641408966875
57,E07000164,0.299029553329087,0.31975338711736584,0.3246638591693428,0.17296362773029175
58,E07000165,0.3076998501414458,0.30323004297986383,0.31429187616148374,0.1574256924265711
59,E07000166,0.3162652826657684,0.2909891686965634,0.30862239778871176,0.13853620109841133
60,E07000167,0.29658599133081737,0.3230221496550372,0.32646474598835534,0.176471289346778
61,E07000168,0.2989417542361524,0.3212281209614165,0.324616872544897,0.17810160779535153
62,E07000169,0.317883835755401,0.28938737268019765,0.3072890499156524,0.1312384927410005
63,E08000016,0.323362671696557,0.2810015792740937,0.30198492855723397,0.12721604081416996
64,E08000017,0.3262840625221484,0.27735294691400675,0.2994923172537955,0.12711108290741202
65,E08000018,0.32553667669273795,0.27936530496739775,0.3002055204599474,0.12970937451023284
66,E08000019,0.3411048239500275,0.25158336009709836,0.28478961960715166,0.11095263698226321
67,E08000032,0.3498123442445033,0.2448947219509746,0.2778232235292162,0.10052669614810171
68,E08000033,0.3262358985258619,0.27675916005499757,0.29920280386014286,0.12132965439513864
69,E08000034,0.3345709157257771,0.26528352076247114,0.29178956558845914,0.11584326896921451
70,E08000035,0.34449224201207657,0.2484883183364289,0.2822859789717463,0.10623851900359817
71,E08000036,0.3255725403857004,0.27785040462707505,0.2998617028115487,0.12436249194363967
72,E06000015,0.34171820623251853,0.2537822982075597,0.28424033887587596,0.11386882246860135
73,E06000016,0.3609381688019249,0.223439623489067,0.26671657725594694,0.08099909381724324
74,E06000018,0.3619756350118933,0.21905380316205111,0.26543073955661195,0.07946940278977865
75,E06000017,0.3063168568568622,0.3070962562259805,0.3167776135662376,0.16436992629657762
76,E07000032,0.31071803168519485,0.2984823068300877,0.31302881464878557,0.14187588753340624
77,E07000033,0.3188940281528709,0.28705768028568596,0.30635604988011605,0.1303770753091713
78,E07000034,0.31513559580059153,0.29131001083873853,0.3086995122396774,0.13885839438890246
79,E07000035,0.29245105010526373,0.32777277022447626,0.3300659947965329,0.17629015368769813
80,E07000036,0.3187879084794364,0.2865553490451748,0.30532203758504195,0.13785547050532806
81,E07000037,0.31280147473557895,0.2955217282093172,0.31172172463829845,0.1352682739696387
82,E07000038,0.30447374291959767,0.31100003603189136,0.31995374926627745,0.1601988472865161
83,E07000039,0.3250292218605701,0.27721683295187644,0.3005913085774288,0.11861199713164015
84,E07000129,0.3211999480108203,0.28459862332693664,0.30368777585225615,0.135741702515617
85,E07000130,0.3316640712332535,0.2661147307592306,0.29373852333842904,0.12074091807964037
86,E07000131,0.31260501807697527,0.29712872080108343,0.3114538503931997,0.14433308947672127
87,E07000132,0.31449902977409083,0.2948066093830461,0.31035166920676044,0.1418125399515717
88,E07000133,0.30970685428394346,0.30188896213695277,0.3142938602843758,0.1459402000045084
89,E07000134,0.3198329662336499,0.2853062833610329,0.3051067875617442,0.12702465807643223
90,E07000135,0.32153152907343396,0.28397168608737844,0.3016522172165958,0.1525882425729221
91,E07000136,0.3234790536494452,0.2829640901662376,0.30169129339668693,0.1383672540643398
92,E07000137,0.29068564942289216,0.33580579792897375,0.3332032286969615,0.1906075572440439
93,E07000138,0.34574367854619426,0.24328433225872412,0.280096412944175,0.1034106686590585
94,E07000139,0.310748718479801,0.30192907226892646,0.3139846572140298,0.15493500091129384
95,E07000140,0.30970211053913654,0.303703170016562,0.3140425189912826,0.16247312560342486
96,E07000141,0.3121240378750154,0.2992139647102916,0.3119398617548062,0.1487547909922861
97,E07000142,0.3063682411869563,0.30977618781184174,0.3184743684560291,0.15812234581439552
98,E07000150,0.3443806381957542,0.250925354971259,0.2834756812988094,0.09387940123908883
99,E07000151,0.3170852811982037,0.29056330242241685,0.3080416310373581,0.13071426940184616
100,E07000152,0.3186656318655192,0.2880432821303216,0.30576275703737904,0.13364398651790402
101,E07000153,0.3298819895419132,0.27127734878156423,0.2952556886608176,0.11747702479344165
102,E07000154,0.34409137537965917,0.2503904983827538,0.282481160720336,0.10047689254526246
103,E07000155,0.31726628939562135,0.29029717854491865,0.30751564584680274,0.13139901075212235
104,E07000156,0.32835054478384684,0.27578360915012207,0.29747978030911304,0.12343166463506497
105,E07000170,0.3251180253753592,0.27933321714061365,0.3010405277765443,0.12585228914905974
106,E07000171,0.31425353478911755,0.29600678576771977,0.3105845852330914,0.14357776828595878
107,E07000172,0.3175097094054468,0.2880778479272433,0.3065962525201386,0.13947279470701057
108,E07000173,0.31725219622815126,0.2905298928430904,0.30792902592939003,0.1406276138793847
109,E07000174,0.32407019091386524,0.2800471654676108,0.3012610551416996,0.12699587917316307
110,E07000175,0.3149994646582158,0.2939350101827697,0.30931780804548464,0.1419058015543939
111,E07000176,0.317553861673699,0.28824766960179704,0.30583784569256306,0.14155823786726635
112,E06000019,0.30653522116303183,0.3068357638026126,0.31670564670633006,0.16145091154925378
113,E06000051,0.3052339905529799,0.30835614568424224,0.3180036108927551,0.16075033202203418
114,E06000021,0.3383663491710857,0.26081362449789236,0.28892948885461084,0.11309340135472981
115,E06000020,0.33545509409325536,0.26441671350382073,0.29172803524255764,0.11041653212452063
116,E07000192,0.321996364844477,0.28057080685516816,0.3027080496859692,0.12423236219786477
117,E07000193,0.3255845426035112,0.27866283100364386,0.29990689316891156,0.12869048048799214
118,E07000194,0.3091783951314648,0.30375339221274067,0.3153935895515963,0.15517497440368178
119,E07000195,0.3206909665804616,0.28261787248192005,0.30384541623883293,0.13661202373944287
120,E07000196,0.3033690025274372,0.311270453080361,0.32044170233541786,0.16199684270795633
121,E07000197,0.31216130130365805,0.2973054823141374,0.31209553188470796,0.14718044902937974
122,E07000198,0.30245586465219765,0.31374572424243546,0.3219257141154632,0.1615730530658562
123,E07000199,0.3278749949850322,0.2750071020843103,0.29845389349606605,0.1185944878815084
124,E07000218,0.3129334200407033,0.2961662029788498,0.31117903912496614,0.14188935023755755
125,E07000219,0.3271128704358116,0.27749800303628636,0.299281021553385,0.12667437668533388
126,E07000220,0.327272765736219,0.2742015087552884,0.2967763859572172,0.1265017109099095
127,E07000221,0.3023596085903085,0.3131273114312238,0.32003424359460897,0.17019241186343165
128,E07000222,0.3277548506947133,0.27040152050401206,0.2959826944919473,0.12764505658123138
129,E08000025,0.3589261262054915,0.22878169747676327,0.26875733367745336,0.09090426862009479
130,E08000026,0.35377791225184235,0.23245851191227912,0.2730073425050142,0.09389488234357989
131,E08000027,0.3247025974827333,0.28151296665103065,0.30109040942745485,0.13880130405254673
132,E08000028,0.34659700424060585,0.24839499049204003,0.28058706933019306,0.10449223716276462
133,E08000029,0.3216005533189791,0.284660386998097,0.30232533097994185,0.14411362481788553
134,E08000030,0.33858970112660725,0.2620835713607262,0.2883642847633721,0.12206772862495327
135,E08000031,0.3397028110655668,0.2575813269664401,0.2862955739861804,0.11671717061893051
136,E07000234,0.312256998252909,0.29684492933711026,0.31039554857390483,0.15332052691607606
137,E07000235,0.29429164571961147,0.32599819314974204,0.32714787275020124,0.18780371730128906
138,E07000236,0.3306492491691716,0.2700462949547944,0.2952848717490112,0.11307572205646611
139,E07000237,0.33405016175601965,0.2622516234732537,0.29129536450066973,0.11511603093635481
140,E07000238,0.30444473613931317,0.3101174931196195,0.31827903085979026,0.16208169532701558
141,E07000239,0.3091656210496047,0.30445295316897286,0.31482170481023397,0.1578702459691531
142,E06000055,0.33300726886779647,0.26738454239903275,0.2922558877845357,0.12080063019187556
143,E06000056,0.32817127649125644,0.273626484164459,0.29752733710115653,0.11828726884108212
144,E06000032,0.3586663494033097,0.23054706906399913,0.2694017068298634,0.08849498156290299
145,E06000031,0.34839116779631574,0.24584297097715,0.27867573560492787,0.10037721207303199
146,E06000033,0.3256374820843487,0.2757931601567276,0.297736183281588,0.12983095508255435
147,E06000034,0.34879574750824655,0.24414739357625326,0.27874949855828496,0.09074160363642632
148,E07000008,0.35464855467509004,0.22639033518215523,0.2704797151928792,0.08977957187979228
149,E07000009,0.3224307228905695,0.28259939301035614,0.30207761467398786,0.13266656995692702
150,E07000010,0.31523591284102526,0.29451922608206,0.3085669448428201,0.15188529540996343
151,E07000011,0.32023825368604253,0.2848772411430834,0.3044907784905816,0.1300119044560011
152,E07000012,0.3233671938460712,0.280740571480231,0.3010447883636224,0.1303469109564578
153,E07000066,0.3352558563578812,0.2646079316051629,0.2909230914346533,0.11791259778061244
154,E07000067,0.32110626530970515,0.2837876890761243,0.30305998679198437,0.13128992232773337
155,E07000068,0.3193409996239453,0.28503745675529496,0.3033236432115095,0.14389291045953906
156,E07000069,0.30755579016992274,0.30866717392597676,0.3174625919168334,0.16689502729566183
157,E07000070,0.3249586963166308,0.2775739499237838,0.2997136090699124,0.13029805443714648
158,E07000071,0.3359035269844627,0.26054410946221274,0.2898818508954565,0.11425375436544297
159,E07000072,0.32237041090004703,0.28147165962671494,0.30130661921264884,0.13580188873210952
160,E07000073,0.34333517396031177,0.2531941970838958,0.28316374195432414,0.10975831897949329
161,E07000074,0.30212099251425084,0.3146566627893808,0.32189686654543254,0.1608590648263484
162,E07000075,0.3103809326939763,0.3011689996612186,0.3139395931341087,0.1544746221998172
163,E07000076,0.29682379496563877,0.3266620850854318,0.3259302709905433,0.19532748047550616
164,E07000077,0.32171152714871415,0.28309193746648487,0.302314560618729,0.13075277084982162
165,E07000095,0.3316592491446634,0.270210657596467,0.2944070707137856,0.12645278738481217
166,E07000096,0.3306997503704,0.26853022809969423,0.2937580017123026,0.11879387470645876
167,E07000242,0.32519825709111894,0.2765099207997189,0.2993787587197257,0.12284294419523181
168,E07000098,0.3313190679554714,0.26933516557827636,0.292994518703485,0.12682559259035045
169,E07000099,0.3245964651788972,0.27838908367952825,0.29969871321321695,0.13189088238281937
170,E07000240,0.3340855364687924,0.26499461641613137,0.29074707367905506,0.11857809834649247
171,E07000243,0.3382927720668955,0.2575090550328288,0.2874638015734696,0.10939909833630818
172,E07000102,0.3271039653816473,0.2735793460763218,0.2967176324012783,0.12602884053233565
173,E07000103,0.34779474553586753,0.2419847155984803,0.2782606674104627,0.0926900980130583
174,E07000241,0.3428293643436234,0.24790337282361619,0.28206210330674825,0.11061144824678006
175,E07000143,0.3089606806397899,0.30477523011940877,0.3144320528043611,0.16493320554282703
176,E07000144,0.30157343384891316,0.31443673654517595,0.32107646050926614,0.1732320855448708
177,E07000145,0.3126754020112123,0.29978796614375086,0.3112736044583368,0.15870821606751254
178,E07000146,0.30658929088575226,0.3107133122970502,0.3176022906392258,0.17238086403813443
179,E07000147,0.28063598687958086,0.3486903570961436,0.3398696799616278,0.21964000776494216
180,E07000148,0.34594420739907367,0.24011709378680282,0.27860381958483244,0.10089392413543226
181,E07000149,0.3099173041000595,0.30328368490340774,0.3138777715651787,0.16096520017643845
182,E07000200,0.30199516061854925,0.31423305503591187,0.3204914328923385,0.17123904280511262
183,E07000244,0.30060133529057886,0.31754657046541346,0.321607696914387,0.18090998170210335
184,E07000202,0.33743518888664176,0.2584054394052293,0.2875930999442785,0.11337427062615378
185,E07000203,0.3048962558390057,0.3091730044030918,0.31874565713492536,0.15890506618547154
186,E07000245,0.32460937625729674,0.2796343403703733,0.2993202440550107,0.139803181612851
187,E09000007,0.34778047948332536,0.23286968026683363,0.2771283117917454,0.08003735792824071
188,E09000001,0.32108689640189403,0.27469660684636354,0.3009719746857803,0.11467865992365554
189,E09000012,0.3636552759896475,0.20992178014735727,0.26307274617677556,0.05183179544112332
190,E09000013,0.34824721698657063,0.23300619798495978,0.2774026151940189,0.07327325633545921
191,E09000014,0.3517438805549294,0.2306671417657218,0.2749595791218526,0.06955688181670489
192,E09000019,0.3559138107912834,0.21694469982300496,0.2697335956346714,0.06024403372255439
193,E09000020,0.32745469860962617,0.26499474343962953,0.2960781226118427,0.10297370003478197
194,E09000022,0.35395011544194505,0.21974090414526307,0.2712899023549214,0.05832132024441489
195,E09000023,0.3541598155207024,0.226791197657775,0.27217816976033554,0.06726604605354966
196,E09000025,0.3702318474986315,0.2049416689897781,0.25798138941804166,0.051337093310543536
197,E09000028,0.355787170398117,0.2201424840623974,0.27008757734762395,0.05793227729475909
198,E09000030,0.37199290273608177,0.19651972985999577,0.25542162110127464,0.043858169577521824
199,E09000032,0.35321955233236263,0.22326041114021952,0.2721422512182416,0.06500099229743811
200,E09000033,0.3402393490559466,0.24313542511459224,0.2841421023946319,0.08395032308533006
201,E09000002,0.37311982935229043,0.2093883373247756,0.2555239372036664,0.06537681153499149
202,E09000003,0.3436513982304115,0.246956814185782,0.2813237837810109,0.09873263995327658
203,E09000004,0.3359922639728783,0.2607420388630491,0.28890252887304896,0.11687869254876661
204,E09000005,0.35101178476129424,0.23671165968542607,0.2758109621910287,0.08411612085251481
205,E09000006,0.33039607251359576,0.2692314093463535,0.29416549086031796,0.12221535744927299
206,E09000008,0.34505922077753104,0.24736122580391998,0.28126763912848823,0.09357804263154218
207,E09000009,0.34748566994254937,0.24205853919192333,0.27891669608111896,0.0880088190423849
208,E09000010,0.34994795358913455,0.24091150517583249,0.276969634044638,0.09236277745675493
209,E09000011,0.3566921484878837,0.22631730608039136,0.27005669928071946,0.07059938949195083
210,E09000015,0.3395093065714304,0.25575503788467335,0.28591761046907604,0.10854246756906051
211,E09000016,0.33240274234824035,0.26737195091848637,0.2922006412899088,0.12768359855374417
212,E09000017,0.3495876275452031,0.2407884044951743,0.27715142751779465,0.09410088379746415
213,E09000018,0.35099848732186295,0.2372281345422619,0.2762335480827637,0.08160768355962243
214,E09000021,0.342831892810819,0.24587110173744656,0.2818923103712483,0.0935033765911043
215,E09000024,0.3453538639470432,0.24321178012059394,0.28041329988085134,0.08726951661588318
216,E09000026,0.35229219078186,0.23561329955654595,0.27414589107719495,0.08652669252976235
217,E09000027,0.33302892440121085,0.2624418825437467,0.29113688267885657,0.10363610330745351
218,E09000029,0.33730173576358,0.25808958595637654,0.2881401102320979,0.10633827959877373
219,E09000031,0.35565041541696657,0.2280474492215869,0.27086124953529866,0.07370996355233322
220,E06000036,0.337646837083221,0.25650093454583855,0.28820781256116557,0.09724174116568982
221,E06000043,0.3402539651735842,0.24356426142684134,0.2834653085845169,0.0914270107928949
222,E06000046,0.295815726011482,0.32365929253341874,0.3260139408022113,0.1807593899045988
223,E06000035,0.33948128300882974,0.2574101233322506,0.2874118551720545,0.10469760433670709
224,E06000042,0.3464879917375028,0.24621730388869145,0.2805559288070143,0.08877003945377834
225,E06000044,0.3474742344520709,0.24039311435338048,0.2784281427455686,0.09604741003827756
226,E06000038,0.3537380832392138,0.2320549980920324,0.2727608057868202,0.08576435344811055
227,E06000039,0.36520195047842396,0.21993084079121955,0.26342185676575475,0.06882954261386404
228,E06000045,0.35324937104345033,0.23165354048570527,0.2730985539859978,0.0904387879878742
229,E06000037,0.32428936684143816,0.280114084230913,0.30116461495156777,0.12520798780465883
230,E06000040,0.3259089163717738,0.2752060648806255,0.2977544490393434,0.12867147456649428
231,E06000041,0.3300708977946793,0.27131426973835265,0.295480621124584,0.12118909904125705
232,E07000004,0.3330652307042667,0.26590886110768086,0.29262330232884765,0.11178008035388383
233,E07000005,0.3179465264812067,0.2907851816462318,0.3054677207838316,0.15049896273834845
234,E07000006,0.3167289824981756,0.2904485274883581,0.305792419460204,0.15078220356476374
235,E07000007,0.3302982363132068,0.27205738094060133,0.2950800395629906,0.12725698654679846
236,E07000061,0.3090504745860475,0.30057322782614515,0.31087635041120887,0.17191524637116173
237,E07000062,0.32189911398821475,0.28051650706876874,0.3009594083255354,0.1272907651475788
238,E07000063,0.30395760749140077,0.3094065523465335,0.3168387421384781,0.17286383603988711
239,E07000064,0.28515250503399364,0.3402835753454179,0.33412054439259925,0.21217982064289578
240,E07000065,0.301669408834537,0.3150787710285681,0.3206964385155262,0.17286462697412677
241,E07000084,0.3300152388833794,0.27016010131190893,0.2955603757168563,0.11354942494893268
242,E07000085,0.30947693979176694,0.30242815750730423,0.31353535018229317,0.15673845230967307
243,E07000086,0.3233332825783526,0.2800308850904062,0.3009474558855571,0.1318066478869707
244,E07000087,0.3083513331642242,0.30383751766626504,0.3152534945610997,0.16195832160817777
245,E07000088,0.3230847210495259,0.2813708435675816,0.30174285763965364,0.13433346072746133
246,E07000089,0.32233036730349945,0.2824979229023458,0.30213989252559104,0.13249608168816498
247,E07000090,0.31234314108477423,0.29915688112822597,0.311182654541149,0.16156480633792375
248,E07000091,0.2934055155406066,0.32626003059727826,0.32628757832674365,0.19655429620701353
249,E07000092,0.3385763951672407,0.25438310145288373,0.2868339776660171,0.09686111954755605
250,E07000093,0.3163149720294731,0.2923245177036387,0.3076537713591704,0.14424949434504988
251,E07000094,0.32063890283727575,0.2843211179608102,0.3025454026146424,0.14402742948931377
252,E07000105,0.3283512044272617,0.2750396652178502,0.2967583951334173,0.12609148982175508
253,E07000106,0.3286068563341432,0.26997714477022616,0.29510512489362334,0.1359915964319195
254,E07000107,0.3442685783487855,0.24900209583638344,0.2819650116969543,0.09984391388523017
255,E07000108,0.31048483444018815,0.30093505363070466,0.31304152594012846,0.15125515519903177
256,E07000112,0.3070260735966673,0.3045879684828737,0.3150652606803603,0.1578615192693145
257,E07000109,0.3350664604487519,0.265373029897253,0.2911153568220901,0.12016236867884145
258,E07000110,0.3273647504794626,0.2765392392302239,0.2982674509223178,0.12991431349466045
259,E07000111,0.31986542925477535,0.2887585749630956,0.30472203556950916,0.14634699983920796
260,E07000113,0.32879943988611027,0.27539313580461405,0.29749674887680927,0.12422875530454594
261,E07000114,0.31667655190512567,0.29446228185628115,0.30758938901594673,0.15389868471743284
262,E07000115,0.3273651130533795,0.27686072944665213,0.29856071205800794,0.12800492307391498
263,E07000116,0.3232633728382385,0.27862675571163975,0.29971145165512797,0.13211735129223287
264,E07000177,0.3280347812984872,0.2734290346163982,0.29698762221135916,0.12260323888717001
265,E07000178,0.35979439125590923,0.21964358759923028,0.2664109898964802,0.08323881444477484
266,E07000179,0.3183070409771811,0.28894650124454857,0.30566771743151694,0.14215690272390694
267,E07000180,0.32245784843526987,0.2820114756350639,0.3015931352372937,0.13614961070969178
268,E07000181,0.31604888677754917,0.29140070278219254,0.3073618204253264,0.14614771776468646
269,E07000207,0.328961508711751,0.2727061480837193,0.29428490343425473,0.1266812291251342
270,E07000208,0.3298954136517255,0.2720022851175321,0.29519101025796163,0.12582388845962195
271,E07000209,0.3354600699045733,0.25776643510993846,0.2889943870146516,0.11348480790769484
272,E07000210,0.30749546335017686,0.3043373471404708,0.31462851552863147,0.16198405983858313
273,E07000211,0.3282704499545902,0.2716124439272092,0.29511317646931884,0.12422159948529249
274,E07000212,0.33399425193109894,0.2608325761878309,0.29046468071666,0.11922440178012518
275,E07000213,0.3257070421847015,0.2771217338687021,0.298829503854532,0.1304610846508171
276,E07000214,0.3204535373817031,0.2847376779919031,0.30393398781969166,0.13791789789279835
277,E07000215,0.31847761810350195,0.287258972610077,0.3043033049604225,0.14095422688216658
278,E07000216,0.31821684884531076,0.2897014241811039,0.30458967738041004,0.1529692225234642
279,E07000217,0.33225787876662416,0.2667892346323088,0.29226888358686787,0.1192735875186277
280,E07000223,0.3122042906089449,0.29984114367815007,0.31150769925620136,0.16047055223131776
281,E07000224,0.29672212998441083,0.32346040946770804,0.3245491184509986,0.19443974864176858
282,E07000225,0.3006463307606643,0.31668918762198955,0.3207947575850512,0.18461565226953258
283,E07000226,0.3453885368207883,0.2454551464387594,0.28041830271960305,0.09415497607473193
284,E07000227,0.31149442194959825,0.2990792897498113,0.3118637069336237,0.15360347681493225
285,E07000228,0.3201473335985793,0.2857207675296078,0.3037026865116583,0.14029627189270968
286,E07000229,0.3123642306906322,0.294946929387261,0.3091874305702075,0.15549295425079285
287,E06000022,0.33114275441019847,0.2664866197398672,0.2933097742247296,0.12923245487402718
288,E06000058,0.31833215623591504,0.2858092981201682,0.3040641366100592,0.14921170285678578
289,E06000023,0.35230643649248683,0.23107191536693786,0.2733581845838455,0.08891751711976702
290,E06000052,0.3074064453975635,0.30700841188553735,0.31641637857975835,0.160140993653887
291,E06000059,0.29385277668270887,0.32769547613570243,0.3278703486667437,0.19158871862802582
292,E06000053,0.29775482079706916,0.31178105969775977,0.31993102940890944,0.1626464030235966
293,E06000024,0.311034983649083,0.3010219703003844,0.3122826608209758,0.15978854334149353
294,E06000026,0.3322566422370362,0.26665003630341677,0.29320312250039643,0.12355418290866155
295,E06000025,0.327360476514267,0.27427248430460327,0.2978073751489691,0.1282097156899792
296,E06000030,0.33441566041156134,0.26315444677311056,0.29135146131350126,0.10786623105350113
297,E06000027,0.30215765928759863,0.31469416099700437,0.31994004380329055,0.17523567912354382
298,E06000054,0.31768617614085887,0.2900943842360367,0.30643956625237806,0.14242528164979534
299,E07000040,0.2913985519112199,0.3311556248151245,0.3287340419934284,0.20356109545872875
300,E07000041,0.3411410215376311,0.24616381514279267,0.28262702863491906,0.10910858859439629
301,E07000042,0.3117848476222782,0.3001221752386387,0.31204472739701067,0.15320986230455266
302,E07000043,0.30554276908567535,0.3090417440913448,0.3170546028501638,0.16590030211327692
303,E07000044,0.29279352077563486,0.32981499149734556,0.33027302902905126,0.18188055128030506
304,E07000045,0.2989444346800555,0.3170559963255675,0.32219106050791263,0.1714568452071899
305,E07000046,0.2973769485934138,0.3234356530492816,0.32613005194504946,0.17488973452885961
306,E07000047,0.2938363078262404,0.3270013826319256,0.3284668826091026,0.17890935502411806
307,E07000078,0.32532036416152543,0.2741982864401521,0.2978674267431006,0.13306916393223334
308,E07000079,0.30034936551595875,0.31628063944625745,0.3221046509983745,0.17089282201667036
309,E07000080,0.30639637939516734,0.3086730197920005,0.3180245025827449,0.15659466388509852
310,E07000081,0.33523731064292817,0.26247249947134954,0.29017328253543695,0.11312267920574917
311,E07000082,0.31095210922957184,0.3017450050204153,0.314305759839033,0.15013920989020765
312,E07000083,0.3157927204014295,0.293465189776591,0.3080838334623523,0.14626135643634255
313,E07000187,0.3111174579016805,0.2996999827949486,0.31199996111010164,0.1512250698534687
314,E07000188,0.3113095418739699,0.30044019365661423,0.31203305086657446,0.15454633217452082
315,E07000246,0.30501938712560944,0.30882681275437573,0.3165493492039174,0.17037111832631968
316,E07000189,0.3073190604888503,0.3073438506032898,0.3158456246369317,0.16553373791495057
317,W06000001,0.30510902869797707,0.3111531286401229,0.3181475995379337,0.16605434494690202
318,W06000002,0.3181647844834353,0.2891291274372337,0.30573371354895545,0.15268899698077507
319,W06000003,0.29795115393162047,0.31991552682683383,0.3228955205935672,0.1855369787979598
320,W06000004,0.3116455082486399,0.3034470633781923,0.313915473122959,0.1579750242601854
321,W06000005,0.31926216659523965,0.2882881005627719,0.30627637956996834,0.13542384758548057
322,W06000006,0.32421475624989654,0.2807385315161783,0.30128932617549475,0.1307196028544875
323,W06000023,0.2976103376321882,0.3216585855864733,0.3249045546375554,0.17712112050448414
324,W06000008,0.3107959772481084,0.30028530297598954,0.3123977599633146,0.16312996147682945
325,W06000009,0.30508733161599466,0.3110117438974679,0.31824362671891526,0.1687950059885838
